Бренд,Модель,Год,Город,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Руль,Цвет,Привод,Растаможен в Казахстане,Цена,Средння цена,На заказ,VIN,Аварийная/Не на ходу,Двигатель
Toyota,Altezza, 2002,Алматы,седан,2 (бензин),167 000 км,автомат,справа,белый,задний привод,Нет,2 400 000 ₸,3 800 000,,,,
Toyota,Alphard, 2013,Петропавловск,минивэн,3.5 (бензин),84 000 км,автомат,слева,черный металлик,передний привод,Нет,15 500 000 ₸,14 500 000,,,,
ГАЗ,ГАЗель, 2011,Усть-Каменогорск,пикап,2.9 (бензин),48 000 км,механика,слева,белый,задний привод,Да,5 500 000 ₸,4 491 000,,,,
Volkswagen,Caddy, 2010,Усть-Каменогорск,фургон,1.4 (бензин),157 000 км,механика,слева,белый,передний привод,Да,3 600 000 ₸,3 763 000,,,,
Nissan,Teana, 2014,Алматы,седан,2.5 (бензин),57 000 км,типтроник,слева,белый,передний привод,Да,7 000 000 ₸,6 994 000,,,,
Mitsubishi,Montero Sport, 2001,Алматы,внедорожник,3 (газ-бензин),,автомат,слева,белый,полный привод,Да,3 700 000 ₸,3 707 000,,,,
Opel,Vectra, 1991,Шамалган,седан,2 (бензин),,механика,слева,синий,передний привод,Да,650 000 ₸,671 000,,,,
Toyota,Land Cruiser Prado, 2010,Актау,внедорожник,2.7 (газ-бензин),130 000 км,автомат,слева,белый,полный привод,Да,12 300 000 ₸,12 377 000,,,,
Toyota,Camry, 2007,Шымкент,седан,2.4 (газ-бензин),220 000 км,типтроник,слева,серебристый металлик,передний привод,Да,5 200 000 ₸,5 098 000,,,,
Mazda,3, 2007,Нур-Султан (Астана),седан,2 (бензин),127 км,автомат,слева,черный металлик,передний привод,Нет,2 800 000 ₸,2 860 000,,JMZBK14Z*81****75,,
ВАЗ (Lada),Largus, 2014,Шымкент,универсал,1.6 (бензин),143 000 км,механика,слева,белый металлик,передний привод,Да,3 300 000 ₸,3 251 000,,,,
Lexus,LX 470, 2007,Нур-Султан (Астана),внедорожник,4.7 (бензин),286 000 км,автомат,слева,черный металлик,полный привод,Да,11 500 000 ₸,10 239 000,,,,
Toyota,Hilux, 2016,Алматы,пикап,2.8 (дизель),80 750 км,автомат,слева,красный,полный привод,Да,18 000 000 ₸,13 702 000,,,,
Lexus,RX 350, 2017,Алматы,кроссовер,3.5 (бензин),55 000 км,типтроник,слева,белый металлик,полный привод,Да,24 900 000 ₸,24 900 000,,,,
Skoda,Rapid, 2013,Алматы,лифтбек,1.6 (бензин),175 000 км,механика,слева,серебристый металлик,передний привод,Да,3 300 000 ₸,3 530 000,,,,
Nissan,X-Trail, 2004,Жезказган,кроссовер,2 (газ-бензин),160 000 км,типтроник,слева,черный,полный привод,Нет,2 500 000 ₸,3 670 000,,,,
Hyundai,Sonata, 2001,Шымкент,седан,2 (газ),,механика,слева,серебристый металлик,передний привод,Да,1 150 000 ₸,1 383 000,,,,
Peugeot,207, 2008,Рудный,хэтчбек,1.4 (бензин),116 км,робот,слева,синий,передний привод,Нет,600 000 ₸,,,,Да,
Dodge,Dakota, 2007,Алматы,пикап,3.7 (бензин),200 000 км,автомат,слева,серый металлик,задний привод,Да,7 000 000 ₸,,,,Да,
Nissan,Xterra, 2006,Жанаозен,внедорожник,4 (газ-бензин),,типтроник,слева,белый металлик,задний привод,Да,3 500 000 ₸,3 500 000,,,,
Toyota,Camry, 2007,Атырау,седан,2.4 (газ-бензин),,автомат,слева,черный,передний привод,Да,4 600 000 ₸,5 098 000,,,,
Opel,Astra, 1997,Атырау,универсал,1.6 (бензин),,механика,слева,черный,передний привод,Да,150 000 ₸,,,,Да,
Toyota,Estima, 2007,Нур-Султан (Астана),минивэн,2.4 (бензин),135 000 км,автомат,справа,черный металлик,передний привод,Нет,3 450 000 ₸,6 214 000,,,,
ВАЗ (Lada),2107, 2007,Караганда,седан,1.6 (газ-бензин),,механика,слева,белый,задний привод,Да,720 000 ₸,750 000,,,,
Lexus,RX 350, 2010,Нур-Султан (Астана),кроссовер,3.5 (бензин),111 000 км,автомат,слева,белый,полный привод,Да,10 500 000 ₸,10 805 000,,,,
Audi,A6, 1994,Актобе,седан,2.6 (газ-бензин),362 285 км,механика,слева,бордовый,передний привод,Да,2 150 000 ₸,2 276 000,,,,
Mercedes-Benz,G 500, 2006,Алматы,внедорожник,5 (бензин),65 000 км,автомат,слева,черный,,Да,14 800 000 ₸,13 886 000,,,,
Chevrolet,Malibu, 2014,Шымкент,седан,2.4 (бензин),77 932 км,автомат,слева,серебристый,передний привод,Да,5 600 000 ₸,5 708 000,,,,
Skoda,Yeti, 2012,Павлодар,кроссовер,1.8 (бензин),54 437 км,механика,слева,черный металлик,полный привод,Да,4 200 000 ₸,4 188 000,,,,
Lexus,LS 460, 2007,Алматы,седан,4.6 (бензин),148 000 км,автомат,слева,серебристый металлик,задний привод,Да,6 900 000 ₸,5 939 000,,,,
ВАЗ (Lada),2121 Нива, 2019,Актау,универсал,1.7 (бензин),10 000 км,механика,слева,,,Да,5 350 000 ₸,4 000 000,,,,
Toyota,Land Cruiser, 2020,Актау,внедорожник,4 (бензин),,автомат,слева,белый,полный привод,Нет,33 500 000 ₸,,На заказ,,,
Renault,Scenic, 2000,Актау,хэтчбек,1.6 (газ-бензин),,автомат,слева,серебристый,передний привод,Да,1 250 000 ₸,1 500 000,,,,
Volkswagen,Tiguan, 2015,Нур-Султан (Астана),кроссовер,1.4 (бензин),113 000 км,автомат,слева,,передний привод,Да,6 200 000 ₸,7 074 000,,,,
Renault,Sandero, 2020,Усть-Каменогорск,кроссовер,1.6 (бензин),2 200 км,автомат,слева,,,Да,6 500 000 ₸,6 472 000,,,,
Hyundai,ix35, 2014,Атырау,кроссовер,2 (газ-бензин),137 000 км,механика,слева,красный металлик,полный привод,Да,5 500 000 ₸,6 533 000,,,,
Foton,Tunland, 2012,Костанай,пикап,3.8 (дизель),160 000 км,механика,слева,бордовый,задний привод,Да,3 000 000 ₸,3 000 000,,lvbv3abb*cj****65,,
Toyota,Land Cruiser, 2007,Актау,внедорожник,4 (газ-бензин),249 000 км,механика,слева,белый металлик,полный привод,Да,11 900 000 ₸,10 916 000,,,,
Mitsubishi,i, 1994,Костанай,пикап,2.7 (дизель),456 000 км,механика,слева,белый,задний привод,Да,3 000 000 ₸,3 000 000,,jmbfb430*ok****27,,
Foton,Tunland, 2012,Костанай,пикап,3.9 (дизель),158 000 км,механика,слева,синий,задний привод,Да,3 000 000 ₸,3 000 000,,LVBV3ABB*CJ****44,,
Mercedes-Benz,E 300, 1998,Атырау,седан,3 (дизель),440 000 км,типтроник,слева,серебристый,задний привод,Да,1 600 000 ₸,2 200 000,,,,
Mercedes-Benz,E 230, 1997,Щучинск,седан,2.3 (газ-бензин),559 000 км,автомат,слева,зеленый,задний привод,Да,2 590 000 ₸,2 453 000,,,,
Chevrolet,Captiva, 2014,Нур-Султан (Астана),кроссовер,2.4 (бензин),180 000 км,типтроник,слева,черный,полный привод,Да,6 200 000 ₸,6 505 000,,,,
Renault,Logan, 2015,Атырау,седан,1.6 (бензин),109 000 км,механика,слева,белый,передний привод,Да,3 300 000 ₸,3 250 000,,,,
Mercedes-Benz,E 200, 2002,Нур-Султан (Астана),седан,2.2 (дизель),271 000 км,автомат,слева,серебристый металлик,задний привод,Да,3 000 000 ₸,3 675 000,,,,
Mercedes-Benz,S 500, 2013,Нур-Султан (Астана),седан,5 (бензин),58 000 км,автомат,слева,черный,задний привод,Да,23 200 000 ₸,24 702 000,,,,
Toyota,Highlander, 2012,Экибастуз,кроссовер,3.5 (бензин),135 650 км,автомат,слева,белый металлик,полный привод,Нет,8 500 000 ₸,13 885 000,,,,
Hyundai,Sonata, 2007,Усть-Каменогорск,седан,2 (газ),187 000 км,типтроник,слева,серебристый,передний привод,Да,3 000 000 ₸,3 009 000,,,,
Audi,A6, 2008,Шымкент,универсал,2.4 (бензин),199 000 км,автомат,слева,серебристый металлик,передний привод,Да,4 600 000 ₸,4 818 000,,,,
Toyota,Sprinter Marino, 1995,Алматы,седан,2 (бензин),,автомат,справа,серый,полный привод,Да,1 300 000 ₸,1 375 000,,,,
Toyota,Camry, 2006,Атасу,седан,2.4 (газ-бензин),,автомат,слева,золотистый металлик,передний привод,Да,4 700 000 ₸,4 893 000,,,,
Mercedes-Benz,E 200, 1989,Аршалы,универсал,2.3 (бензин),333 333 км,механика,слева,синий,задний привод,Да,600 000 ₸,,На заказ,WDB12408*1F****46,Да,
Land Rover,Freelander, 2003,Актобе,кроссовер,2.5 (бензин),,автомат,слева,серебристый металлик,полный привод,Да,2 100 000 ₸,2 800 000,,,,
Volkswagen,Passat, 2014,Уральск,седан,1.8 (бензин),68 000 км,автомат,слева,коричневый металлик,передний привод,Да,5 600 000 ₸,6 107 000,,,,
BMW,740, 2010,Алматы,седан,3 (бензин),,автомат,слева,черный металлик,задний привод,Да,9 250 000 ₸,9 764 000,,,,
Haima,3, 2011,Кокшетау,хэтчбек,1.8 (бензин),135 300 км,механика,слева,серый,,Да,3 000 000 ₸,3 000 000,,,,
Lexus,LS 460, 2007,Алматы,седан,4.6 (бензин),,автомат,слева,черный,задний привод,Да,5 300 000 ₸,5 939 000,,,,
Hyundai,Starex, 2019,Алматы,минивэн,2.5 (дизель),4 400 км,автомат,слева,черный,,Да,14 500 000 ₸,14 858 000,,,,
